,rowkey,is_risk,is_train,buy_time,login_time,is_scan_1,log_from_1,log_type_1,log_result_1,timelong_1,buy_login_period_1,city_rate_3,city_rate_6,city_rate_10,device_rate_3,device_rate_6,device_rate_10,ip_rate_3,ip_rate_6,ip_rate_10,result_rate_3,result_rate_6,result_rate_10,device_chg_rate_3,device_chg_rate_6,device_chg_rate_10,city_chg_rate_3,city_chg_rate_6,city_chg_rate_10,ip_chg_rate_3,ip_chg_rate_6,ip_chg_rate_10,timelong_diff_avg_3,timelong_diff_avg_6,timelong_diff_avg_10,weekday,df_login_5_min,df_login_30_min,device_rate,ip_rate,city_rate,buy_time_box,login_time_box,buy_time_box_a,buy_time_box_b,buy_time_box_c,buy_time_box_d,buy_time_box_e,buy_time_box_f,buy_time_box_g,login_time_box_a,login_time_box_b,login_time_box_c,login_time_box_d,login_time_box_e,login_time_box_f,login_time_box_g,log_from_1.0,log_from_2.0,log_from_8.0,log_from_10.0,log_from_11.0,log_from_12.0,log_from_16.0,log_from_18.0,log_from_21.0,result_-4.0,result_-2.0,result_-1.0,result_1.0,result_6.0,result_22.0,result_31.0,type_1.0,type_2.0,type_3.0
32354,280249.0,0.0,1.0,19,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,f,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32355,298761.0,0.0,1.0,12,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32356,342300.0,0.0,1.0,22,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32357,342935.0,0.0,1.0,6,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32383,11060.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32405,11072.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32406,14652.0,0.0,1.0,15,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32418,11075.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32419,21664.0,0.0,1.0,18,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32420,21665.0,0.0,1.0,18,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32421,22899.0,0.0,1.0,22,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32422,27998.0,0.0,1.0,17,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32423,28875.0,0.0,1.0,20,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32424,30557.0,0.0,1.0,5,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32425,39551.0,0.0,1.0,16,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32426,49695.0,0.0,1.0,12,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32427,67807.0,0.0,1.0,8,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,b,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32428,85155.0,0.0,1.0,22,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32429,86316.0,0.0,1.0,6,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32430,98819.0,0.0,1.0,7,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32431,105684.0,0.0,1.0,6,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32432,126385.0,0.0,1.0,16,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32433,128560.0,0.0,1.0,7,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32434,138569.0,0.0,1.0,13,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,d,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32435,156733.0,0.0,1.0,14,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,d,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32436,158653.0,0.0,1.0,7,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32437,158656.0,0.0,1.0,7,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32438,186230.0,0.0,1.0,10,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32439,186241.0,0.0,1.0,10,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32440,186250.0,0.0,1.0,10,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32441,186261.0,0.0,1.0,10,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32442,189523.0,0.0,1.0,20,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32443,246236.0,0.0,1.0,22,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32444,247127.0,0.0,1.0,6,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32445,252407.0,0.0,1.0,6,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32446,254064.0,0.0,1.0,13,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,d,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32447,262862.0,0.0,1.0,21,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32541,11092.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32582,11107.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32583,30023.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32584,45639.0,0.0,1.0,18,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32585,60123.0,0.0,1.0,0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32586,66545.0,0.0,1.0,22,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32587,128884.0,0.0,1.0,9,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,b,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32588,222977.0,0.0,1.0,20,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32589,235058.0,0.0,1.0,22,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32590,245413.0,0.0,1.0,19,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,f,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32591,253607.0,0.0,1.0,11,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32592,268333.0,0.0,1.0,19,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,f,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32593,349609.0,0.0,1.0,9,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,b,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32594,387122.0,0.0,1.0,11,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32595,435172.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32596,454632.0,0.0,1.0,20,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32597,495618.0,0.0,1.0,22,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32608,11114.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32609,34760.0,0.0,1.0,19,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,f,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32621,11126.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32622,35156.0,0.0,1.0,20,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32688,11165.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32689,11190.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32769,11181.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32958,11252.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32959,14256.0,0.0,1.0,14,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,d,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32960,411998.0,0.0,1.0,15,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32965,11262.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32966,103750.0,0.0,1.0,20,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32967,107658.0,0.0,1.0,12,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32968,107893.0,0.0,1.0,13,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,d,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32969,118583.0,0.0,1.0,8,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,b,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32970,118928.0,0.0,1.0,10,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32971,162672.0,0.0,1.0,11,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32972,218294.0,0.0,1.0,8,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,b,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32973,235805.0,0.0,1.0,7,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32974,250144.0,0.0,1.0,17,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32975,250199.0,0.0,1.0,17,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32998,11282.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33046,11327.0,0.0,1.0,0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33047,47504.0,0.0,1.0,0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33048,48211.0,0.0,1.0,9,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,b,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33049,50867.0,0.0,1.0,15,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33050,54428.0,0.0,1.0,9,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,b,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33051,147099.0,0.0,1.0,11,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33052,215382.0,0.0,1.0,16,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33053,314661.0,0.0,1.0,22,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33054,340499.0,0.0,1.0,16,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33055,354302.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33056,358900.0,0.0,1.0,21,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33057,366638.0,0.0,1.0,13,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,d,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33061,11333.0,0.0,1.0,0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33062,45302.0,0.0,1.0,17,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33063,45312.0,0.0,1.0,17,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33137,11387.0,0.0,1.0,0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33138,66908.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33139,74780.0,0.0,1.0,10,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33140,79895.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33141,123318.0,0.0,1.0,23,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,g,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33142,124350.0,0.0,1.0,9,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,b,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33143,125075.0,0.0,1.0,11,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,c,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33144,126071.0,0.0,1.0,15,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,e,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33211,11443.0,0.0,1.0,1,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
